variable,region,Source,Series,year,value,Unit,RID
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,2018,38,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,2018,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,11,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,2018,4,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,2018,183,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,2018,-4,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,2018,1190,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,2018,196,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,2018,129,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,2018,1,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,2018,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,2018,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,2018,1512,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,2018,1695,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,2018,8595,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,2018,2803,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,2018,14782,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,2018,8446,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,2018,6218,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,2018,7213,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,2018,4130,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,11065,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,2018,4608,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,2018,67859,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,2018,12916,Mm3,12
Evapotranspiration,CANTERBURY,NIWA,Annual June Year,2018,12128,Mm3,13
Evapotranspiration,OTAGO,NIWA,Annual June Year,2018,10420,Mm3,14
Evapotranspiration,SOUTHLAND,NIWA,Annual June Year,2018,11913,Mm3,15
Evapotranspiration,TASMAN,NIWA,Annual June Year,2018,4967,Mm3,16
Evapotranspiration,NELSON,NIWA,Annual June Year,2018,195,Mm3,17
Evapotranspiration,MARLBOROUGH,NIWA,Annual June Year,2018,3700,Mm3,18
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,2018,56239,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,2018,124098,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,2018,2,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,2018,8,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,2018,65,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2018,4614,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,2018,2708,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,2018,1591,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,2018,4,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,24,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,2018,55,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,2018,6914,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,2018,12101,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,2018,14774,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,2018,34,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,2018,1380,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,2018,4,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,2018,9998,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,2018,0,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,2018,33,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,2018,39,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2018,2514,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,2018,6180,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,2018,230,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,2018,1,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,74,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,2018,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,2018,1312,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,2018,24721,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,2018,99,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,2018,78,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,2018,6891,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,2018,68,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,2018,12036,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,2018,13126,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,2018,4651,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,2018,24078,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,2018,18740,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,2018,7236,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,2018,15699,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,2018,8942,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,21883,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,2018,10365,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,2018,124719,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,2018,107910,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,2018,35574,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,2018,39131,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,2018,55249,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,2018,8749,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,2018,444,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,2018,10256,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,2018,257312,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,2018,382031,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,2018,21809,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,2018,7490,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,2018,39260,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,2018,25115,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,2018,16880,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,2018,21593,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,2018,13439,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,33198,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,2018,14887,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,2018,193672,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,2018,114407,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,2018,63168,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,2018,35131,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,2018,66922,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,2018,19240,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,2018,696,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,2018,16005,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,2018,315570,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,2018,509241,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,2018,90,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,2018,12,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,2018,427,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,2018,29,Mm3,4
Total Change in Storage,GISBORNE,NIWA,Annual June Year,2018,-47,Mm3,5
Total Change in Storage,HAWKES_BAY,NIWA,Annual June Year,2018,42,Mm3,6
Total Change in Storage,TARANAKI,NIWA,Annual June Year,2018,370,Mm3,7
Total Change in Storage,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,199,Mm3,8
Total Change in Storage,WELLINGTON,NIWA,Annual June Year,2018,-30,Mm3,9
Total Change in Storage,NORTH_ISLAND,NIWA,Annual June Year,2018,1093,Mm3,10
Total Change in Storage,WEST_COAST,NIWA,Annual June Year,2018,-815,Mm3,12
Total Change in Storage,CANTERBURY,NIWA,Annual June Year,2018,2846,Mm3,13
Total Change in Storage,OTAGO,NIWA,Annual June Year,2018,256,Mm3,14
Total Change in Storage,SOUTHLAND,NIWA,Annual June Year,2018,-285,Mm3,15
Total Change in Storage,TASMAN,NIWA,Annual June Year,2018,13,Mm3,16
Total Change in Storage,NELSON,NIWA,Annual June Year,2018,-7,Mm3,17
Total Change in Storage,MARLBOROUGH,NIWA,Annual June Year,2018,11,Mm3,18
Total Change in Storage,SOUTH_ISLAND,NIWA,Annual June Year,2018,2019,Mm3,19
Total Change in Storage,NEW_ZEALAND,NIWA,Annual June Year,2018,3112,Mm3,20
Total Inflows,NORTHLAND,NIWA,Annual June Year,2018,21812,Mm3,1
Total Inflows,AUCKLAND,NIWA,Annual June Year,2018,7499,Mm3,2
Total Inflows,WAIKATO,NIWA,Annual June Year,2018,39326,Mm3,3
Total Inflows,BAY_OF_PLENTY,NIWA,Annual June Year,2018,29729,Mm3,4
Total Inflows,GISBORNE,NIWA,Annual June Year,2018,19587,Mm3,5
Total Inflows,HAWKES_BAY,NIWA,Annual June Year,2018,23184,Mm3,6
Total Inflows,TARANAKI,NIWA,Annual June Year,2018,13444,Mm3,7
Total Inflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,33221,Mm3,8
Total Inflows,WELLINGTON,NIWA,Annual June Year,2018,14942,Mm3,9
Total Inflows,WEST_COAST,NIWA,Annual June Year,2018,121322,Mm3,12
Total Inflows,CANTERBURY,NIWA,Annual June Year,2018,75269,Mm3,13
Total Inflows,OTAGO,NIWA,Annual June Year,2018,49905,Mm3,14
Total Inflows,SOUTHLAND,NIWA,Annual June Year,2018,66956,Mm3,15
Total Inflows,TASMAN,NIWA,Annual June Year,2018,20620,Mm3,16
Total Inflows,NELSON,NIWA,Annual June Year,2018,700,Mm3,17
Total Inflows,MARLBOROUGH,NIWA,Annual June Year,2018,26003,Mm3,18
Total Outflows,NORTHLAND,NIWA,Annual June Year,2018,21722,Mm3,1
Total Outflows,AUCKLAND,NIWA,Annual June Year,2018,7487,Mm3,2
Total Outflows,WAIKATO,NIWA,Annual June Year,2018,38899,Mm3,3
Total Outflows,BAY_OF_PLENTY,NIWA,Annual June Year,2018,29700,Mm3,4
Total Outflows,GISBORNE,NIWA,Annual June Year,2018,19634,Mm3,5
Total Outflows,HAWKES_BAY,NIWA,Annual June Year,2018,23142,Mm3,6
Total Outflows,TARANAKI,NIWA,Annual June Year,2018,13073,Mm3,7
Total Outflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2018,33022,Mm3,8
Total Outflows,WELLINGTON,NIWA,Annual June Year,2018,14972,Mm3,9
Total Outflows,WEST_COAST,NIWA,Annual June Year,2018,122137,Mm3,12
Total Outflows,CANTERBURY,NIWA,Annual June Year,2018,72423,Mm3,13
Total Outflows,OTAGO,NIWA,Annual June Year,2018,49649,Mm3,14
Total Outflows,SOUTHLAND,NIWA,Annual June Year,2018,67241,Mm3,15
Total Outflows,TASMAN,NIWA,Annual June Year,2018,20607,Mm3,16
Total Outflows,NELSON,NIWA,Annual June Year,2018,707,Mm3,17
Total Outflows,MARLBOROUGH,NIWA,Annual June Year,2018,25992,Mm3,18
change in Groundwater,NORTHLAND,GNS,Annual June Year,2018,61,Mm3,1
change in Groundwater,AUCKLAND,GNS,Annual June Year,2018,0,Mm3,2
change in Groundwater,WAIKATO,GNS,Annual June Year,2018,164,Mm3,3
change in Groundwater,BAY_OF_PLENTY,GNS,Annual June Year,2018,-34,Mm3,4
change in Groundwater,GISBORNE,GNS,Annual June Year,2018,3,Mm3,5
change in Groundwater,HAWKES_BAY,GNS,Annual June Year,2018,4,Mm3,6
change in Groundwater,TARANAKI,GNS,Annual June Year,2018,329,Mm3,7
change in Groundwater,MANAWATU_WHANGANUI,GNS,Annual June Year,2018,105,Mm3,8
change in Groundwater,WELLINGTON,GNS,Annual June Year,2018,-37,Mm3,9
change in Groundwater,NORTH_ISLAND,GNS,Annual June Year,2018,595,Mm3,10
change in Groundwater,WEST_COAST,GNS,Annual June Year,2018,-41,Mm3,12
change in Groundwater,CANTERBURY,GNS,Annual June Year,2018,3440,Mm3,13
change in Groundwater,OTAGO,GNS,Annual June Year,2018,361,Mm3,14
change in Groundwater,SOUTHLAND,GNS,Annual June Year,2018,-178,Mm3,15
change in Groundwater,TASMAN,GNS,Annual June Year,2018,-2,Mm3,16
change in Groundwater,NELSON,GNS,Annual June Year,2018,0,Mm3,17
change in Groundwater,MARLBOROUGH,GNS,Annual June Year,2018,7,Mm3,18
change in Groundwater,SOUTH_ISLAND,GNS,Annual June Year,2018,3587,Mm3,19
change in Groundwater,NEW_ZEALAND,GNS,Annual June Year,2018,4182,Mm3,20
Change in Ice Volume,NORTHLAND,NIWA,Annual June Year,2019,,Mm3,1
Change in Ice Volume,AUCKLAND,NIWA,Annual June Year,2019,,Mm3,2
Change in Ice Volume,WAIKATO,NIWA,Annual June Year,2019,-1,Mm3,3
Change in Ice Volume,BAY_OF_PLENTY,NIWA,Annual June Year,2019,,Mm3,4
Change in Ice Volume,GISBORNE,NIWA,Annual June Year,2019,,Mm3,5
Change in Ice Volume,HAWKES_BAY,NIWA,Annual June Year,2019,,Mm3,6
Change in Ice Volume,TARANAKI,NIWA,Annual June Year,2019,,Mm3,7
Change in Ice Volume,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,-3,Mm3,8
Change in Ice Volume,WELLINGTON,NIWA,Annual June Year,2019,,Mm3,9
Change in Ice Volume,NORTH_ISLAND,NIWA,Annual June Year,2019,-4,Mm3,10
Change in Ice Volume,WEST_COAST,NIWA,Annual June Year,2019,-1281,Mm3,12
Change in Ice Volume,CANTERBURY,NIWA,Annual June Year,2019,-1632,Mm3,13
Change in Ice Volume,OTAGO,NIWA,Annual June Year,2019,-182,Mm3,14
Change in Ice Volume,SOUTHLAND,NIWA,Annual June Year,2019,-55,Mm3,15
Change in Ice Volume,TASMAN,NIWA,Annual June Year,2019,,Mm3,16
Change in Ice Volume,NELSON,NIWA,Annual June Year,2019,,Mm3,17
Change in Ice Volume,MARLBOROUGH,NIWA,Annual June Year,2019,0,Mm3,18
Change in Ice Volume,SOUTH_ISLAND,NIWA,Annual June Year,2019,-3150,Mm3,19
Change in Ice Volume,NEW_ZEALAND,NIWA,Annual June Year,2019,-3154,Mm3,20
Change in Snow,NORTHLAND,NIWA,Annual June Year,2019,0,Mm3,1
Change in Snow,AUCKLAND,NIWA,Annual June Year,2019,0,Mm3,2
Change in Snow,WAIKATO,NIWA,Annual June Year,2019,-84,Mm3,3
Change in Snow,BAY_OF_PLENTY,NIWA,Annual June Year,2019,-4,Mm3,4
Change in Snow,GISBORNE,NIWA,Annual June Year,2019,0,Mm3,5
Change in Snow,HAWKES_BAY,NIWA,Annual June Year,2019,-12,Mm3,6
Change in Snow,TARANAKI,NIWA,Annual June Year,2019,-1,Mm3,7
Change in Snow,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,-13,Mm3,8
Change in Snow,WELLINGTON,NIWA,Annual June Year,2019,-42,Mm3,9
Change in Snow,NORTH_ISLAND,NIWA,Annual June Year,2019,-156,Mm3,10
Change in Snow,WEST_COAST,NIWA,Annual June Year,2019,-915,Mm3,12
Change in Snow,CANTERBURY,NIWA,Annual June Year,2019,-190,Mm3,13
Change in Snow,OTAGO,NIWA,Annual June Year,2019,47,Mm3,14
Change in Snow,SOUTHLAND,NIWA,Annual June Year,2019,-207,Mm3,15
Change in Snow,TASMAN,NIWA,Annual June Year,2019,-57,Mm3,16
Change in Snow,NELSON,NIWA,Annual June Year,2019,0,Mm3,17
Change in Snow,MARLBOROUGH,NIWA,Annual June Year,2019,-22,Mm3,18
Change in Snow,SOUTH_ISLAND,NIWA,Annual June Year,2019,-1344,Mm3,19
Change in Snow,NEW_ZEALAND,NIWA,Annual June Year,2019,-1501,Mm3,20
Change in Soil Moisture,NORTHLAND,NIWA,Annual June Year,2019,-38,Mm3,1
Change in Soil Moisture,AUCKLAND,NIWA,Annual June Year,2019,-31,Mm3,2
Change in Soil Moisture,WAIKATO,NIWA,Annual June Year,2019,-174,Mm3,3
Change in Soil Moisture,BAY_OF_PLENTY,NIWA,Annual June Year,2019,-38,Mm3,4
Change in Soil Moisture,GISBORNE,NIWA,Annual June Year,2019,-25,Mm3,5
Change in Soil Moisture,HAWKES_BAY,NIWA,Annual June Year,2019,-44,Mm3,6
Change in Soil Moisture,TARANAKI,NIWA,Annual June Year,2019,-56,Mm3,7
Change in Soil Moisture,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,-106,Mm3,8
Change in Soil Moisture,WELLINGTON,NIWA,Annual June Year,2019,-11,Mm3,9
Change in Soil Moisture,NORTH_ISLAND,NIWA,Annual June Year,2019,-523,Mm3,10
Change in Soil Moisture,WEST_COAST,NIWA,Annual June Year,2019,-62,Mm3,12
Change in Soil Moisture,CANTERBURY,NIWA,Annual June Year,2019,-62,Mm3,13
Change in Soil Moisture,OTAGO,NIWA,Annual June Year,2019,-70,Mm3,14
Change in Soil Moisture,SOUTHLAND,NIWA,Annual June Year,2019,-101,Mm3,15
Change in Soil Moisture,TASMAN,NIWA,Annual June Year,2019,-29,Mm3,16
Change in Soil Moisture,NELSON,NIWA,Annual June Year,2019,0,Mm3,17
Change in Soil Moisture,MARLBOROUGH,NIWA,Annual June Year,2019,-2,Mm3,18
Change in Soil Moisture,SOUTH_ISLAND,NIWA,Annual June Year,2019,-326,Mm3,19
Change in Soil Moisture,NEW_ZEALAND,NIWA,Annual June Year,2019,-848,Mm3,20
Change in Lakes,NORTHLAND,NIWA,Annual June Year,2019,0,Mm3,1
Change in Lakes,AUCKLAND,NIWA,Annual June Year,2019,-11,Mm3,2
Change in Lakes,WAIKATO,NIWA,Annual June Year,2019,-317,Mm3,3
Change in Lakes,BAY_OF_PLENTY,NIWA,Annual June Year,2019,-44,Mm3,4
Change in Lakes,GISBORNE,NIWA,Annual June Year,2019,0,Mm3,5
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,2019,-99,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,2019,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,-44,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,2019,30,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,2019,-485,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,2019,0,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,2019,275,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,2019,469,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,2019,206,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,2019,1,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,2019,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,2019,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,2019,951,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,2019,466,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,2019,7568,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,2019,2618,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,2019,13978,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,2019,8639,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,2019,6196,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,2019,7709,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,2019,4096,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,10363,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,2019,4846,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,2019,66013,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,2019,13236,Mm3,12
Evapotranspiration,CANTERBURY,NIWA,Annual June Year,2019,12236,Mm3,13
Evapotranspiration,OTAGO,NIWA,Annual June Year,2019,12259,Mm3,14
Evapotranspiration,SOUTHLAND,NIWA,Annual June Year,2019,13189,Mm3,15
Evapotranspiration,TASMAN,NIWA,Annual June Year,2019,4489,Mm3,16
Evapotranspiration,NELSON,NIWA,Annual June Year,2019,164,Mm3,17
Evapotranspiration,MARLBOROUGH,NIWA,Annual June Year,2019,3300,Mm3,18
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,2019,58873,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,2019,124886,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,2019,1,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,2019,4,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,2019,34,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2019,3088,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,2019,1790,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,2019,991,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,2019,3,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,17,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,2019,34,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,2019,5798,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,2019,7737,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,2019,15101,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,2019,38,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,2019,1209,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,2019,2,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,2019,6394,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,2019,0,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,2019,17,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,2019,21,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2019,1666,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,2019,4063,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,2019,146,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,2019,1,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,47,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,2019,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,2019,1173,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,2019,21435,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,2019,82,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,2019,93,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,2019,5767,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,2019,36,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,2019,7693,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,2019,5110,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,2019,2298,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,2019,14863,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,2019,11772,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,2019,5423,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,2019,10712,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,2019,6124,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,2019,13796,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,2019,6690,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,2019,76788,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,2019,122006,Mm3,12
